Mod:Item:MetaData, Localized Name
moreplates:lapis_lazuli_plate, Lapis Lazuli Plate
moreplates:nether_quartz_gear, Nether Quartz Gear
moreplates:nether_quartz_plate, Nether Quartz Plate
moreplates:redstone_gear, Redstone Gear
moreplates:redstone_plate, Redstone Plate
mw:tactical_push_backpack, Tactical Push Pack
mw:desert_tactical_push_backpack, (Desert) Tactical Push Pack
mw:combat_sustainment_backpack, Combat Sustainment Backpack
mw:forest_combat_sustainment_backpack, (Forest) Combat Sustainment Backpack
mw:blackhawk_stealth_backpack, Blackhawk Stealth Backpack
mw:urban_blackhawk_stealth_backpack, (Urban) Blackhawk Stealth Backpack
mw:forest_blackhawk_stealth_backpack, (Forest) Blackhawk Stealth Backpack
mw:assault_backpack, Assault Backpack
mw:urban_assault_backpack, (Urban) Assault Backpack
mw:forest_assault_backpack, (Forest) Assault Backpack
mw:tru_spec_cordura_backpack, Tru-Spec Cordura Backpack
mw:desert_tru_spec_cordura_backpack, (Desert) Tru-Spec Cordura Backpack
mw:black_tru_spec_cordura_backpack, (Black) Tru-Spec Cordura Backpack
mw:mil_spec_alice_backpack, Mil-Spec Alice Backpack
mw:desert_mil_spec_alice_backpack, (Desert) Mil-Spec Alice Backpack
mw:urban_mil_spec_alice_backpack, (Urban) Mil-Spec Alice Backpack
mw:duffle_bag, Duffle Bag
mw:tri_zip_backpack, Tri-Zip Backpack
mw:pilgrim_backpack, Pilgrim Backpack
mw:f4m_terminator_backpack, F4M Terminator Backpack
mw:urban_f4m_terminator_backpack, (Urban) F4M Terminator Backpack
mw:forest_f4m_terminator_backpack, (Forest) F4M Terminator Backpack
mw:bergen_backpack, Bergen Backpack
mw:forest_bergen_backpack, (Forest) Bergen Backpack
mw:urban_bergen_backpack, (Urban) Bergen Backpack
mw:sso_attack_2, SSO Attack II Backpack
mw:forest_sso_attack_2, (Forest) SSO Attack II Backpack
mw:g2_gunslinger2_backpack, G2 Gunslinger II Backpack
mw:flyye_field_compact_plate_carrier, Flyye Field Compact Plate Carrier
mw:forest_flyye_field_compact_plate_carrier, (Forest) Flyye Field Compact Plate Carrier
mw:black_flyye_field_compact_plate_carrier, (Black) Flyye Field Compact Plate Carrier
mw:flyye_molle_rrv, Flyye Molle RRV
mw:black_flyye_molle_rrv, (Black) Flyye Molle RRV
mw:urban_flyye_molle_rrv, (Urban) Flyye Molle RRV
mw:force_recon_vest, Force Recon Vest
mw:forest_force_recon_vest, (Forest) Force Recon Vest
mw:urban_force_recon_vest, (Urban) Force Recon Vest
mw:black_force_recon_vest, (Black) Force Recon Vest
mw:usmc_vest, item.mw_usmc_vest.name
mw:umbrella_corp_vest, Umbrella Corp Vest
mw:hammer_down_vest, Hammer Down Vest
mw:hecu_vest, HECU Vest
mw:juggernaut_body_armor, Juggernaut Body Armor
mw:marine_vest, Marine Vest
mw:swat_vest, SWAT Vest
mw:fort_armor, 6B43 6A Body Armor
mw:viper_sf, (Black) Viper SF
mw:viper_sf_green, (Forest) Viper SF
mw:viper_sf_desert, (Desert) Viper SF
mw:blackhawk_ballistic_vest, Blackhawk Ballistic Vest
mw:wfi_task_force_vest, item.mw_wfi_task_force_vest.name
mw:scar_vest, item.mw_scar_vest.name
mw:leadore, Lead Ore
mw:leadingot, Lead Ingot
mw:copperore, Copper Ore
mw:copperingot, Copper Ingot
mw:graphiteore, Graphite Ore
mw:graphitechunk, Graphite Chunk
mw:tinore, Tin Ore
mw:tiningot, Tin Ingot
mw:sulfurore, Sulfur Ore
mw:sulfurdust, Sulfur Dust
mw:steeldust, Steel Dust
mw:steelingot, Steel Ingot
mw:gunmetalingot, Gunmetal Ingot
mw:gunmetalplate, Gunmetal Plate
mw:gunmetalcomposite, Gunmetal Composite
mw:carboncomposite, Carbon Composite
mw:carbonfiber, Carbon Fiber
mw:syntheticpolymercomposite, Synthetic Polymer Composite
mw:syntheticplastic, Synthetic Plastic
mw:plasticplate, Plastic Plate
mw:santa_helmet, Santa Beret
mw:santa_chest, Santa Coat
mw:santa_boots, Santa Boots
mw:nazisanta_helmet, Third Reich Santa Hat
mw:nazisanta_chest, Third Reich Santa Coat
mw:nazisanta_boots, Third Reich Santa Boots
mw:spec_ops_helmet, Spec-Ops Helmet
mw:spec_ops_chest, Spec-Ops Torso
mw:spec_ops_boots, Spec-Ops Boots
mw:hecu_helmet, H.E.C.U. Helmet
mw:hecu_chest, H.E.C.U. Torso Fatigues
mw:hecu_boots, H.E.C.U. Boots
mw:juggernaut_helmet, Juggernaut Helmet
mw:juggernaut_chest, Juggernaut Chestpiece
mw:juggernaut_boots, Juggernaut Boots
mw:merc_helmet, Blackhawk Merc. Helmet
mw:merc_chest, Blackhawk Merc. Torso
mw:merc_boots, Blackhawk Merc. Boots
mw:stars_chest, S.T.A.R.S. Torso Fatigues
mw:stars_boots, S.T.A.R.S. Boots
mw:marine_helmet, Marine Helmet
mw:marine_chest, Marine Chestplate
mw:marine_boots, Marine Boots
mw:ncr_helmet, NCR helmet
mw:ncr_chest, NCR Fatigues
mw:ncr_boots, NCR Boots
mw:t60_helmet, T-60 Helmet
mw:t60_chest, T-60 ChestRig 
mw:t60_boots, T-60 Boots
mw:doom_helmet, item.doom_helmet.name
mw:doom_chest, item.doom_chest.name
mw:doom_boots, item.doom_boots.name
mw:spetznaz_helmet, Spetsnaz Helmet
mw:spetznaz_chest, Spetsnaz Chestplate
mw:spetznaz_boots, Spetsnaz Boots
mw:swat_helmet, Swat Helmet
mw:swat_chest, Swat Chestplate
mw:swat_boots, Swat Boots
mw:tactical_helmet, Tactical Nightvision Goggles
mw:jpnvg18_helmet, item.JPNVG18_helmet.name
mw:m40gasmask_helmet, M40 Gas Mask
mw:umbrella_helmet, Umbrella Corp. Helmet
mw:umbrella_chest, Umbrella Corp. Chestpiece
mw:umbrella_boots, Umbrella Corp. Boots
mw:astronaut_helmet, item.Astronaut_helmet.name
mw:astronaut_chest, item.Astronaut_chest.name
mw:astronaut_boots, item.Astronaut_boots.name
mw:scar_helmet, SCAR Combat EVA Helmet
mw:scar_chest, SCAR Combat EVA Rig
mw:scar_boots, SCAR Combat EVA Boots
mw:kcpd_chest, KCPD vest
mw:kcpd_boots, KCPD boots
mw:dclass_chest, item.Dclass_chest.name
mw:dclass_boots, item.Dclass_boots.name
mw:scpguard_helmet, item.SCPGuard_helmet.name
mw:scpguard_chest, item.SCPGuard_chest.name
mw:scpguard_boots, item.SCPGuard_boots.name
mw:mkvi_main_helmet, Spartan MkVI Helmet (Green)
mw:mkvi_main_chest, Spartan MkVI Chestpiece (Green)
mw:mkvi_main_boots, Spartan MkVI Boots (Green)
mw:mkvidefault_helmet, Spartan MkVI Helmet
mw:mkvidefault_chest, Spartan MkVI Chestpiece
mw:mkvidefault_boots, Spartan MkVI Boots
mw:mkviblue_helmet, Spartan MkVI Helmet (Blue)
mw:mkviblue_chest, Spartan MkVI Chestpiece (Blue)
mw:mkviblue_boots, Spartan MkVI Boots (Blue)
mw:mkvired_helmet, Spartan MkVI Helmet (Red)
mw:mkvired_chest, Spartan MkVI Chestpiece (Red)
mw:mkvired_boots, Spartan MkVI Boots (Red)
mw:mkv_default_helmet, Spartan MkV Helmet
mw:mkv_default_chest, Spartan MkV Chestpiece
mw:mkv_default_boots, Spartan MkV Boots
mw:mkv_green_helmet, Spartan MkV Helmet (Green)
mw:mkv_green_chest, Spartan MkV Chestpiece (Green)
mw:mkv_green_boots, Spartan MkV Boots (Green)
mw:mkv_blue_helmet, Spartan MkV Helmet (Blue)
mw:mkv_blue_chest, Spartan MkV Chestpiece (Blue)
mw:mkv_blue_boots, Spartan MkV Boots (Blue)
mw:mkv_red_helmet, Spartan MkV Helmet (Red)
mw:mkv_red_chest, Spartan MkV Chestpiece (Red)
mw:mkv_red_boots, Spartan MkV Boots (Red)
mw:mkv_default_odst_helmet, ODST Integ. MkV Helmet
mw:mkv_default_odst_chest, ODST Integ. MkV Chestpiece
mw:mkv_default_odst_boots, ODST Integ. MkV Boots
mw:mkv_green_odst_helmet, ODST Integ. MkV Helmet (Green)
mw:mkv_green_odst_chest, ODST Integ. MkV Chestpiece (Green)
mw:mkv_green_odst_boots, ODST Integ. MkV Boots (Green)
mw:mkv_blue_odst_helmet, ODST Integ. MkV Helmet (Blue)
mw:mkv_blue_odst_chest, ODST Integ. MkV Chestpiece (Blue)
mw:mkv_blue_odst_boots, ODST Integ. MkV Boots (Blue)
mw:mkv_red_odst_helmet, ODST Integ. MkV Helmet (Red)
mw:mkv_red_odst_chest, ODST Integ. MkV Chestpiece (Red)
mw:mkv_red_odst_boots, ODST Integ. MkV Boots (Red)
mw:fabdefensemount, FAB Defense Mount
mw:p90swordfish, P90 Swordfish Kit
mw:p90defaultkit, P90 Default Kit
mw:p90terminator, P90 Terminator Conversion Kit
mw:scarhandguard, Scar Handguard
mw:krissvectorhandguard, Kriss Vector .45 ACP Body
mw:krissvectorswordfish, Kriss Vector Swordfish Kit
mw:krissvector556handguard, Kriss Vector 5.56x45mm NATO Body
mw:origin12handguard, Origin-12 Handguard
mw:hks20handguard, Origin-12 [HKS-20] Handguard
mw:remington700chassis, Remington-700 Chassis
mw:ssg08chassis, SSG-08 Chassis
mw:arx160chassis, item.mw_ARX160Chassis.name
mw:arx160chassisolive, item.mw_ARX160ChassisOlive.name
mw:arx160chassistan, item.mw_ARX160ChassisTan.name
mw:g2contenderbarrelshort, item.mw_G2ContenderBarrelShort.name
mw:g2contenderbarrellong, item.mw_G2ContenderBarrelLong.name
mw:g2contendergrip, item.mw_G2ContenderGrip.name
mw:g2contenderstock, item.mw_G2ContenderStock.name
mw:origin12grip, Origin-12 Grip
mw:hks20grip, Origin-12 [HKS-20] Grip
mw:origin12stock, Origin-12 Stock
mw:hks20stock, Origin-12 [HKS-20] Stock
mw:acrhandguard, ACR Handguard
mw:acrhandguardblack, ACR Handguard (Black)
mw:acrwemskhandguard, ACR WE MSK Handguard (Black)
mw:acrwemskhandguardtan, ACR WE MSK Handguard 
mw:acrprecisionhandguard, ACR Precision Handguard (Black)
mw:acrprecisionhandguardtan, ACR Precision Handguard
mw:acrsbrhandguard, ACR SBR Handguard (Black)
mw:acrsbrhandguardtan, ACR SBR Handguard
mw:acrpolymerhandguard, ACR Polymer Handguard (Black)
mw:acrpolymerhandguardtan, ACR Polymer Handguard
mw:acrsquaredrophandguard, ACR Square Drop Handguard (Black)
mw:acrsquaredrophandguardtan, ACR Square Drop Handguard 
mw:honeybadgerhandguard, AAC Honey Badger Handguard
mw:honeybadgermatrixarmshandguard, AAC Honey Badger Matrix Arms Handguard
mw:m60handguard, M60 Handguard
mw:m60e4guard, M60E4 Handguard
mw:m249handguard, M249 Handguard
mw:stonerhandguard, Stoner A1 Handguard
mw:auga1, AUG A1 Conversion Kit
mw:auga2handguard, AUG A2 Handguard
mw:auga3handguard, AUG A3 Handguard
mw:ef88handguard, EF-88 Handguard
mw:augdefaultkit, AUG Default Kit
mw:augparaconversion, AUG PARA Conversion Kit
mw:auga3extguard, AUG A3 Extended Guard
mw:m1carbinebody, M1 Carbine Body
mw:m1a1carbinebody, M1 [M1A1] Carbine Body
